5b44393ed,utterance_4.mp4
5b44393ed,utterance_6.mp4
5b44393ed,utterance_7.mp4
5b44393ed,utterance_8.mp4
5b44393ed,utterance_9.mp4
5b44393ed,utterance_10.mp4
5b44393ed,utterance_12.mp4
5b44393ed,utterance_13.mp4
5b44393ed,utterance_14.mp4
5b44393ed,utterance_15.mp4
5b44393ed,utterance_16.mp4
5b44393ed,utterance_17.mp4
5b44393ed,utterance_18.mp4
5b44393ed,utterance_19.mp4
5b44393ed,utterance_20.mp4
5b44393ed,utterance_21.mp4
5b44393ed,utterance_22.mp4
8c56c5ac5,utterance_1.mp4
8c56c5ac5,utterance_2.mp4
8c56c5ac5,utterance_3.mp4
8c56c5ac5,utterance_4.mp4
8c56c5ac5,utterance_5.mp4
8c56c5ac5,utterance_6.mp4
8c56c5ac5,utterance_7.mp4
8c56c5ac5,utterance_8.mp4
8c56c5ac5,utterance_9.mp4
8c56c5ac5,utterance_10.mp4
8c56c5ac5,utterance_11.mp4
8c56c5ac5,utterance_12.mp4
8c56c5ac5,utterance_13.mp4
8c56c5ac5,utterance_14.mp4
8c56c5ac5,utterance_15.mp4
8c56c5ac5,utterance_16.mp4
8c56c5ac5,utterance_17.mp4
8c56c5ac5,utterance_18.mp4
8c56c5ac5,utterance_19.mp4
8c56c5ac5,utterance_20.mp4
8c56c5ac5,utterance_21.mp4
8c56c5ac5,utterance_22.mp4
8c56c5ac5,utterance_23.mp4
8c56c5ac5,utterance_27.mp4
8c56c5ac5,utterance_28.mp4
76eecf968,utterance_1.mp4
76eecf968,utterance_2.mp4
76eecf968,utterance_3.mp4
76eecf968,utterance_4.mp4
76eecf968,utterance_5.mp4
76eecf968,utterance_6.mp4
76eecf968,utterance_7.mp4
76eecf968,utterance_8.mp4
76eecf968,utterance_9.mp4
76eecf968,utterance_10.mp4
76eecf968,utterance_11.mp4
243cff084,utterance_1.mp4
243cff084,utterance_2.mp4
243cff084,utterance_3.mp4
243cff084,utterance_4.mp4
243cff084,utterance_5.mp4
243cff084,utterance_6.mp4
243cff084,utterance_7.mp4
243cff084,utterance_8.mp4
243cff084,utterance_9.mp4
243cff084,utterance_10.mp4
243cff084,utterance_11.mp4
243cff084,utterance_12.mp4
243cff084,utterance_13.mp4
243cff084,utterance_14.mp4
243cff084,utterance_15.mp4
243cff084,utterance_16.mp4
243cff084,utterance_17.mp4
243cff084,utterance_18.mp4
243cff084,utterance_19.mp4
